"Description","Coverage [%]","# Peptides","Found in Sample: [S4] F4: Sample, w/o sm, w/o Rs, none","Found in Sample: [S10] F10: Sample, w/o sm, w/o Rs, none","Found in Sample: [S12] F12: Sample, w/o sm, w/o Rs, none","Found in Sample: [S14] F14: Sample, w/o sm, w/o Rs, none","Found in Sample: [S16] F16: Sample, w/o sm, w/o Rs, none","Found in Sample: [S24] F24: Sample, w/o sm, w/o Rs, none","Found in Sample: [S27] F27: Sample, w/o sm, w/o Rs, none","Found in Sample: [S28] F28: Sample, w/o sm, w/o Rs, none","Found in Sample: [S53] F53: Sample, w/o sm, w/o Rs, none","Found in Sample: [S38] F38: Sample, w/o sm, with Rs, heavy","Found in Sample: [S39] F39: Sample, w/o sm, with Rs, heavy","Found in Sample: [S40] F40: Sample, w/o sm, with Rs, heavy","Found in Sample: [S41] F41: Sample, w/o sm, with Rs, heavy","Found in Sample: [S42] F42: Sample, w/o sm, with Rs, heavy","Found in Sample: [S44] F44: Sample, w/o sm, with Rs, heavy","Found in Sample: [S47] F47: Sample, w/o sm, with Rs, heavy","Found in Sample: [S48] F48: Sample, w/o sm, with Rs, heavy","Found in Sample: [S49] F49: Sample, w/o sm, with Rs, heavy","Found in Sample: [S5] F5: Sample, w/o sm, with Rs, light","Found in Sample: [S7] F7: Sample, w/o sm, with Rs, light","Found in Sample: [S9] F9: Sample, w/o sm, with Rs, light","Found in Sample: [S11] F11: Sample, w/o sm, with Rs, light","Found in Sample: [S13] F13: Sample, w/o sm, with Rs, light","Found in Sample: [S17] F17: Sample, w/o sm, with Rs, light","Found in Sample: [S23] F23: Sample, w/o sm, with Rs, light","Found in Sample: [S26] F26: Sample, w/o sm, with Rs, light","Found in Sample: [S29] F29: Sample, w/o sm, with Rs, light","Found in Sample: [S6] F6: Sample, with sm, w/o Rs, none","Found in Sample: [S8] F8: Sample, with sm, w/o Rs, none","Found in Sample: [S19] F19: Sample, with sm, w/o Rs, none","Found in Sample: [S20] F20: Sample, with sm, w/o Rs, none","Found in Sample: [S21] F21: Sample, with sm, w/o Rs, none","Found in Sample: [S25] F25: Sample, with sm, w/o Rs, none","Found in Sample: [S31] F31: Sample, with sm, w/o Rs, none","Found in Sample: [S33] F33: Sample, with sm, w/o Rs, none","Found in Sample: [S54] F54: Sample, with sm, w/o Rs, none","Found in Sample: [S35] F35: Sample, with sm, with Rs, heavy","Found in Sample: [S36] F36: Sample, with sm, with Rs, heavy","Found in Sample: [S37] F37: Sample, with sm, with Rs, heavy","Found in Sample: [S43] F43: Sample, with sm, with Rs, heavy","Found in Sample: [S45] F45: Sample, with sm, with Rs, heavy","Found in Sample: [S46] F46: Sample, with sm, with Rs, heavy","Found in Sample: [S50] F50: Sample, with sm, with Rs, heavy","Found in Sample: [S51] F51: Sample, with sm, with Rs, heavy","Found in Sample: [S52] F52: Sample, with sm, with Rs, heavy","Found in Sample: [S1] F1: Sample, with sm, with Rs, light","Found in Sample: [S2] F2: Sample, with sm, with Rs, light","Found in Sample: [S3] F3: Sample, with sm, with Rs, light","Found in Sample: [S15] F15: Sample, with sm, with Rs, light","Found in Sample: [S18] F18: Sample, with sm, with Rs, light","Found in Sample: [S22] F22: Sample, with sm, with Rs, light","Found in Sample: [S30] F30: Sample, with sm, with Rs, light","Found in Sample: [S32] F32: Sample, with sm, with Rs, light","Found in Sample: [S34] F34: Sample, with sm, with Rs, light"
"swissprot: Serine hydroxymethyltransferase 1, mitochondrial OS=Flaveria pringlei  | original description: pep primary_assembly:Lsat_Salinas_v7:4:312272451:312278237:1 gene:gene-LSAT_4X156361 transcript:rna-gnl|WGS:NBSK|LSAT_4X156361_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",69,25,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","Peak Found","High","High"
"swissprot: NADPH-dependent alkenal/one oxidoreductase, chloroplastic OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:3:61797662:61799777:-1 gene:gene-LSAT_3X48340 transcript:rna-gnl|WGS:NBSK|LSAT_3X48340_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",69,22,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","Peak Found","High","High"
"swissprot: Protein disulfide-isomerase OS=Ricinus communis  | original description: pep primary_assembly:Lsat_Salinas_v7:5:158714543:158718479:1 gene:gene-LSAT_5X68940 transcript:rna-gnl|WGS:NBSK|LSAT_5X68940_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",69,32,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","Peak Found","High","High"
"swissprot: Elongation factor 2 OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:7:188777826:188781755:1 gene:gene-LSAT_7X112421 transcript:rna-gnl|WGS:NBSK|LSAT_7X112421_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",49,33,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","Peak Found","High","High"
"swissprot: Glycine dehydrogenase (decarboxylating) A, mitochondrial OS=Flaveria pringlei  | original description: pep primary_assembly:Lsat_Salinas_v7:5:98936460:98943040:1 gene:gene-LSAT_5X45900 transcript:rna-gnl|WGS:NBSK|LSAT_5X45900_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",34,31,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","Peak Found","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","Peak Found","High","High","High","High","High","High","High","High","High","High","Peak Found","High","High"
"swissprot: Fructose-bisphosphate aldolase 2, chloroplastic OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:2:151209989:151212104:-1 gene:gene-LSAT_2X78480 transcript:rna-gnl|WGS:NBSK|LSAT_2X78480_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",57,23,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High"
"swissprot: Glycolate oxidase 1 OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:9:165293687:165298267:-1 gene:gene-LSAT_9X103440 transcript:rna-gnl|WGS:NBSK|LSAT_9X103440_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",64,20,"High","High","High","High","High","High","High","High","Peak Found","High","High","Peak Found","Peak Found","Peak Found","High","High","Peak Found","High","High","High","High","High","Peak Found","High","High","High","High","Peak Found","High","High","High","High","High","High","High","High","High","High","Peak Found","Peak Found","Peak Found","Peak Found","High","High","Peak Found","High","High","High","High","High","High","Peak Found","High","High"
"swissprot: Leucine aminopeptidase 2, chloroplastic OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:5:200441830:200445714:1 gene:gene-LSAT_5X91161 transcript:rna-gnl|WGS:NBSK|LSAT_5X91161_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",62,29,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","Peak Found","High","High"
"swissprot: Phosphoenolpyruvate carboxylase OS=Flaveria pringlei  | original description: pep primary_assembly:Lsat_Salinas_v7:7:173029003:173037375:1 gene:gene-LSAT_7X103521 transcript:rna-gnl|WGS:NBSK|LSAT_7X103521_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",41,37,"High","High","High","High","High","High","High","High","Peak Found","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","Peak Found","High","High","High","Peak Found","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","Peak Found","High","High"
"swissprot: Glyceraldehyde-3-phosphate dehydrogenase B, chloroplastic OS=Pisum sativum  | original description: pep primary_assembly:Lsat_Salinas_v7:9:49541046:49543859:1 gene:gene-LSAT_0X40540 transcript:rna-gnl|WGS:NBSK|LSAT_0X40540_mrna gene_biotype:protein_coding transcript_biotype:protein_coding description:Glyceraldehyde-3-phosphate dehydrogenase GAPB, chloroplastic [Source:Projected from Arabidopsis thaliana (AT1G42970) UniProtKB/Swiss-Prot;Acc:P25857]",48,28,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","Peak Found","High","High"
"swissprot: Luminal-binding protein 4 OS=Nicotiana tabacum  | original description: pep primary_assembly:Lsat_Salinas_v7:6:137995823:137998823:-1 gene:gene-LSAT_6X83520 transcript:rna-gnl|WGS:NBSK|LSAT_6X83520_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",48,30,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","Peak Found","High","High"
"swissprot: Glycolate oxidase OS=Spinacia oleracea  | original description: pep primary_assembly:Lsat_Salinas_v7:5:244335084:244338213:-1 gene:gene-LSAT_5X120941 transcript:rna-gnl|WGS:NBSK|LSAT_5X120941_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",64,20,"High","High","Peak Found","Peak Found","High","Peak Found","High","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","High","High","High","Peak Found","Peak Found","High","High","High","Peak Found","High","Peak Found","High","High","High","High","High","High","High","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","High","High","High","High","High","Peak Found","Peak Found","High"
"swissprot: Glyceraldehyde-3-phosphate dehydrogenase A, chloroplastic OS=Spinacia oleracea  | original description: pep primary_assembly:Lsat_Salinas_v7:4:101091725:101093725:-1 gene:gene-LSAT_4X64540 transcript:rna-gnl|WGS:NBSK|LSAT_4X64540_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",50,21,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High"
"swissprot: 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase OS=Catharanthus roseus  | original description: pep primary_assembly:Lsat_Salinas_v7:2:180530875:180535931:-1 gene:gene-LSAT_2X104041 transcript:rna-gnl|WGS:NBSK|LSAT_2X104041_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",44,30,"High","High","High","High","High","High","High","High","High","High","High","Peak Found","Peak Found","High","Peak Found","Peak Found","High","High","High","High","High","High","High","High","High","High","High","High","Peak Found","High","High","High","High","High","High","High","High","High","High","High","Peak Found","Peak Found","Peak Found","High","Peak Found","High","High","High","High","High","High","Peak Found","High","High"
"swissprot: Sedoheptulose-1,7-bisphosphatase, chloroplastic OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:2:201557718:201559875:-1 gene:gene-LSAT_2X122641 transcript:rna-gnl|WGS:NBSK|LSAT_2X122641_mrna gene_biotype:protein_coding transcript_biotype:protein_coding description:Sedoheptulose-1,7-bisphosphatase, chloroplastic [Source:Projected from Arabidopsis thaliana (AT3G55800) UniProtKB/Swiss-Prot;Acc:P46283]",50,20,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","Peak Found","High","High"
"swissprot: Ribulose bisphosphate carboxylase large chain OS=Lactuca sativa  | original description: pep primary_assembly:Lsat_Salinas_v7:8:61526764:61527580:-1 gene:gene-LSAT_8X44620 transcript:rna-gnl|WGS:NBSK|LSAT_8X44620_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",72,21,"Not Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","High"
"swissprot: NADP-dependent malic enzyme OS=Vitis vinifera  | original description: pep primary_assembly:Lsat_Salinas_v7:8:143304110:143307934:1 gene:gene-LSAT_8X96880 transcript:rna-gnl|WGS:NBSK|LSAT_8X96880_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",56,21,"High","High","High","High","High","High","High","High","Peak Found","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","Peak Found","High","High"
"swissprot: Stromal 70 kDa heat shock-related protein, chloroplastic OS=Pisum sativum  | original description: pep primary_assembly:Lsat_Salinas_v7:6:184461502:184464461:-1 gene:gene-LSAT_6X112621 transcript:rna-gnl|WGS:NBSK|LSAT_6X112621_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",43,29,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","Peak Found","High","High"
"swissprot: Cysteine synthase, chloroplastic/chromoplastic OS=Solanum tuberosum  | original description: pep primary_assembly:Lsat_Salinas_v7:6:109562228:109565583:-1 gene:gene-LSAT_6X65880 transcript:rna-gnl|WGS:NBSK|LSAT_6X65880_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",68,17,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","Peak Found","High","High"
"swissprot: 2-Cys peroxiredoxin BAS1, chloroplastic OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:6:48102597:48104686:-1 gene:gene-LSAT_6X35061 transcript:rna-gnl|WGS:NBSK|LSAT_6X35061_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",57,15,"Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Not Found","Not Found","Not Found","Peak Found","Not Found","High","High","Peak Found","High","Not Found","Not Found","Not Found","Not Found","Not Found","High","Not Found","High","Not Found","Not Found","Not Found","Peak Found","Not Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Not Found","High","Not Found","Peak Found","Not Found","High","Not Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Not Found","Not Found","Peak Found"
"swissprot: Glycerate dehydrogenase HPR, peroxisomal OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:3:59888754:59891229:1 gene:gene-LSAT_3X46860 transcript:rna-gnl|WGS:NBSK|LSAT_3X46860_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",72,19,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","Peak Found","High","High","High","High","High","High","High","High","High","Peak Found","High","High"
"swissprot: RuBisCO large subunit-binding protein subunit alpha, chloroplastic (Fragment) OS=Brassica napus  | original description: pep primary_assembly:Lsat_Salinas_v7:2:175600238:175602916:-1 gene:gene-LSAT_2X99701 transcript:rna-gnl|WGS:NBSK|LSAT_2X99701_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",46,24,"High","High","High","High","High","High","High","High","High","High","High","Peak Found","High","Peak Found","High","High","Peak Found","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","Peak Found","Peak Found","High"
